pmid,title,text,date,citations
31749074,Pre- and Paralinguistic Vocal Production in ASD: Birth Through School Age,"Purpose of review:                    We review what is known about how pre-linguistic vocal differences in autism spectrum disorder (ASD) unfold across development and consider whether vocalization features can serve as useful diagnostic indicators.              Recent findings:                    Differences in the frequency and acoustic quality of several vocalization types (e.g., babbles and cries) during the first year of life are associated with later ASD diagnosis. Paralinguistic features (e.g., prosody) measured during early and middle childhood can accurately classify current ASD diagnosis using cross-validated machine learning approaches. Pre-linguistic vocalization differences in infants are promising behavioral markers of later ASD diagnosis. In older children, paralinguistic features hold promise as diagnostic indicators as well as clinical targets. Future research efforts should focus on (1) bridging the gap between basic research and practical implementations of early vocalization-based risk assessment tools, and (2) demonstrating the clinical impact of targeting atypical vocalization features during social skill interventions for older children.",2019 Nov 20;21(12):126.,2.0
31748800,Promises and Perils of Artificial Intelligence in Neurosurgery,"Artificial intelligence (AI)-facilitated clinical automation is expected to become increasingly prevalent in the near future. AI techniques may permit rapid and detailed analysis of the large quantities of clinical data generated in modern healthcare settings, at a level that is otherwise impossible by humans. Subsequently, AI may enhance clinical practice by pushing the limits of diagnostics, clinical decision making, and prognostication. Moreover, if combined with surgical robotics and other surgical adjuncts such as image guidance, AI may find its way into the operating room and permit more accurate interventions, with fewer errors. Despite the considerable hype surrounding the impending medical AI revolution, little has been written about potential downsides to increasing clinical automation. These may include both direct and indirect consequences. Directly, faulty, inadequately trained, or poorly understood algorithms may produce erroneous results, which may have wide-scale impact. Indirectly, increasing use of automation may exacerbate de-skilling of human physicians due to over-reliance, poor understanding, overconfidence, and lack of necessary vigilance of an automated clinical workflow. Many of these negative phenomena have already been witnessed in other industries that have already undergone, or are undergoing ""automation revolutions,"" namely commercial aviation and the automotive industry. This narrative review explores the potential benefits and consequences of the anticipated medical AI revolution from a neurosurgical perspective.",2020 Jul 1;87(1):33-44.,
31746287,An Overview of Computational Tools of Nucleic Acid Binding Site Prediction for Site-specific Proteins and Nucleases,"Understanding the interaction mechanism of proteins and nucleic acids is one of the most fundamental problems for genome editing with engineered nucleases. Due to some limitations of experimental investigations, computational methods have played an important role in obtaining the knowledge of protein-nucleic acid interaction. Over the past few years, dozens of computational tools have been used for identification of nucleic acid binding site for site-specific proteins and design of site-specific nucleases because of their significant advantages in genome editing. Here, we review existing widely-used computational tools for target prediction of site-specific proteins as well as off-target prediction of site-specific nucleases. This article provides a list of on-line prediction tools according to their features followed by the description of computational methods used by these tools, which range from various sequence mapping algorithms (like Bowtie, FetchGWI and BLAST) to different machine learning methods (such as Support Vector Machine, hidden Markov models, Random Forest, elastic network and deep neural networks). We also make suggestions on the further development in improving the accuracy of prediction methods. This survey will provide a reference guide for computational biologists working in the field of genome editing.",2020;27(5):370-384.,
31746088,Role of Breast MRI in the Evaluation and Detection of DCIS: Opportunities and Challenges,"Historically, breast magnetic resonance imaging (MRI) was not considered an effective modality in the evaluation of ductal carcinoma in situ (DCIS). Over the past decade this has changed, with studies demonstrating that MRI is the most sensitive imaging tool for detection of all grades of DCIS. It has been suggested that not only is breast MRI the most sensitive imaging tool for detection but it may also detect the most clinically relevant DCIS lesions. The role and outcomes of MRI in the preoperative setting for patients with DCIS remains controversial; however, several studies have shown benefit in the preoperative evaluation of extent of disease as well as predicting an underlying invasive component. The most common presentation of DCIS on MRI is nonmass enhancement (NME) in a linear or segmental distribution pattern. Maximizing breast MRI spatial resolution is therefore beneficial, given the frequent presentation of DCIS as NME on MRI. Emerging MRI techniques, such as diffusion-weighted imaging (DWI), have shown promising potential to discriminate DCIS from benign and invasive lesions. Future opportunities including advanced imaging visual techniques, radiomics/radiogenomics, and machine learning / artificial intelligence may also be applicable to the detection and treatment of DCIS. Level of Evidence: 3 Technical Efficacy Stage: 3 J. Magn. Reson. Imaging 2019. J. Magn. Reson. Imaging 2020;52:697-709.",2020 Sep;52(3):697-709.,2.0
31743905,Artificial Intelligence Techniques for Automated Diagnosis of Neurological Disorders,"Background:                    Authors have been advocating the research ideology that a computer-aided diagnosis (CAD) system trained using lots of patient data and physiological signals and images based on adroit integration of advanced signal processing and artificial intelligence (AI)/machine learning techniques in an automated fashion can assist neurologists, neurosurgeons, radiologists, and other medical providers to make better clinical decisions.              Summary:                    This paper presents a state-of-the-art review of research on automated diagnosis of 5 neurological disorders in the past 2 decades using AI techniques: epilepsy, Parkinson's disease, Alzheimer's disease, multiple sclerosis, and ischemic brain stroke using physiological signals and images. Recent research articles on different feature extraction methods, dimensionality reduction techniques, feature selection, and classification techniques are reviewed. Key Message: CAD systems using AI and advanced signal processing techniques can assist clinicians in analyzing and interpreting physiological signals and images more effectively.",2019;82(1-3):41-64.,3.0
31742424,CAD and AI for breast cancer-recent development and challenges,"Computer-aided diagnosis (CAD) has been a popular area of research and development in the past few decades. In CAD, machine learning methods and multidisciplinary knowledge and techniques are used to analyze the patient information and the results can be used to assist clinicians in their decision making process. CAD may analyze imaging information alone or in combination with other clinical data. It may provide the analyzed information directly to the clinician or correlate the analyzed results with the likelihood of certain diseases based on statistical modeling of the past cases in the population. CAD systems can be developed to provide decision support for many applications in the patient care processes, such as lesion detection, characterization, cancer staging, treatment planning and response assessment, recurrence and prognosis prediction. The new state-of-the-art machine learning technique, known as deep learning (DL), has revolutionized speech and text recognition as well as computer vision. The potential of major breakthrough by DL in medical image analysis and other CAD applications for patient care has brought about unprecedented excitement of applying CAD, or artificial intelligence (AI), to medicine in general and to radiology in particular. In this paper, we will provide an overview of the recent developments of CAD using DL in breast imaging and discuss some challenges and practical issues that may impact the advancement of artificial intelligence and its integration into clinical workflow.",2020 Apr;93(1108):20190580.,4.0
31737621,Raman Spectroscopy: Guiding Light for the Extracellular Matrix,"The extracellular matrix (ECM) consists of a complex mesh of proteins, glycoproteins, and glycosaminoglycans, and is essential for maintaining the integrity and function of biological tissues. Imaging and biomolecular characterization of the ECM is critical for understanding disease onset and for the development of novel, disease-modifying therapeutics. Recently, there has been a growing interest in the use of Raman spectroscopy to characterize the ECM. Raman spectroscopy is a label-free vibrational technique that offers unique insights into the structure and composition of tissues and cells at the molecular level. This technique can be applied across a broad range of ECM imaging applications, which encompass in vitro, ex vivo, and in vivo analysis. State-of-the-art confocal Raman microscopy imaging now enables label-free assessments of the ECM structure and composition in tissue sections with a remarkably high degree of biomolecular specificity. Further, novel fiber-optic instrumentation has opened up for clinical in vivo ECM diagnostic measurements across a range of tissue systems. A palette of advanced computational methods based on multivariate statistics, spectral unmixing, and machine learning can be applied to Raman data, allowing for the extraction of specific biochemical information of the ECM. Here, we review Raman spectroscopy techniques for ECM characterizations over a variety of exciting applications and tissue systems, including native tissue assessments (bone, cartilage, cardiovascular), regenerative medicine quality assessments, and diagnostics of disease states. We further discuss the challenges in the widespread adoption of Raman spectroscopy in biomedicine. The results of the latest discovery-driven Raman studies are summarized, illustrating the current and potential future applications of Raman spectroscopy in biomedicine.",2019 Nov 1;7:303.,6.0
31737349,Pre-hospital and emergency department pathways of care for exacerbations of chronic obstructive pulmonary disease (COPD),"Exacerbations are serious complications of chronic obstructive pulmonary disease (COPD) that often require acute care from pre-hospital and emergency department (ED) services. Despite being a frequent cause of emergency presentations, gaps remain in both literature and practice for emergency care pathways of COPD exacerbations. This review seeks to address these gaps and focuses on the literature of pre-hospital and ED systems of care and how these intersect with patients experiencing an exacerbation of COPD. The literature in this area is expanding rapidly; however, more research is required to further understand exacerbations and how they are addressed by emergency medical services worldwide. For the purpose of this review, the pre-hospital domain includes ambulance and other emergency transport services, and encompasses medical interventions delivered prior to arrival at an ED or hospital. The ED domain is defined as the area of a hospital or free-standing centre where patients arrive to receive emergent medical care prior to admission. In many studies there is a significant overlap between these two domains and frequent intersection and collaboration between services. In both of these domains, for the management of COPD exacerbations, several overarching themes have been identified in the literature. These include: the appropriate delivery of oxygen in the emergency setting; strategies to improve the provision of care in accordance with diagnostic and treatment guidelines; strategies to reduce the requirement for emergency presentations; and, technological advances including machine learning which are helping to improve emergency healthcare systems.",2019 Oct;11(Suppl 17):S2221-S2229.,
31734566,Machine learning for target discovery in drug development,"The discovery of macromolecular targets for bioactive agents is currently a bottleneck for the informed design of chemical probes and drug leads. Typically, activity profiling against genetically manipulated cell lines or chemical proteomics is pursued to shed light on their biology and deconvolute drug-target networks. By taking advantage of the ever-growing wealth of publicly available bioactivity data, learning algorithms now provide an attractive means to generate statistically motivated research hypotheses and thereby prioritize biochemical screens. Here, we highlight recent successes in machine intelligence for target identification and discuss challenges and opportunities for drug discovery.",2020 Jun;56:16-22.,4.0
31733673,Biomarkers of Infection and Sepsis,"The role of biomarkers for detection of sepsis has come a long way. Molecular biomarkers are taking front stage at present, but machine learning and other computational measures using bigdata sets are promising. Clinical research in sepsis is hampered by lack of specificity of the diagnosis; sepsis is a syndrome with no uniformly agreed definition. This lack of diagnostic precision means there is no gold standard for this diagnosis. The final conclusion is expert opinion, which is not bad but not perfect. Perhaps machine learning will displace expert opinion as the final and most accurate definition for sepsis.",2020 Jan;36(1):11-22.,4.0
31732118,"Digital transformation of academic medicine: Breaking barriers, borders, and boredom","Academic medicine is experiencing an exponential increase in knowledge, evidenced by approximately 2.5 million new articles published each year. As a result, staying apprised of practice-changing findings as a busy clinician is nearly impossible. The traditional methods of staying up to date through reading textbooks and journal articles or attending an annual conference are no longer enough. These old approaches do not distribute knowledge equally around the world or inform practitioners adequately of what they need to provide the best patient care. Luckily, digital technology, which contributed to our ability to generate this explosion in research, also holds the solution. We believe the improved filtration and curation of new knowledge will come through the combination of three elements: machine learning, crowd-sourcing, and new digital platforms. Machine learning can be harnessed to identify high-quality research while avoiding unconscious bias towards authors, institutions, or positions, and to create personalized reading lists that encompass essential articles while also addressing personal knowledge gaps. The crowd can also serve to curate the best research through an open-source platform that exposes each step of the research process, from developing questions through discussion of findings, functionally replacing editorial boards with crowd peer-review. Finally, embracing new digital platforms and multimedia delivery formats will move academic medicine into the 21st century, broadening its reach to diverse, international, and multigenerational learners. The digital age will continue to change life as we know it, but we have the power - and the responsibility - to control how it transforms academic medicine. LEVEL OF EVIDENCE: V (Expert).",2020 Feb;55(2):223-228.,
31728276,"Data-Driven Materials Science: Status, Challenges, and Perspectives","Data-driven science is heralded as a new paradigm in materials science. In this field, data is the new resource, and knowledge is extracted from materials datasets that are too big or complex for traditional human reasoning-typically with the intent to discover new or improved materials or materials phenomena. Multiple factors, including the open science movement, national funding, and progress in information technology, have fueled its development. Such related tools as materials databases, machine learning, and high-throughput methods are now established as parts of the materials research toolset. However, there are a variety of challenges that impede progress in data-driven materials science: data veracity, integration of experimental and computational data, data longevity, standardization, and the gap between industrial interests and academic efforts. In this perspective article, the historical development and current state of data-driven materials science, building from the early evolution of open science to the rapid expansion of materials data infrastructures are discussed. Key successes and challenges so far are also reviewed, providing a perspective on the future development of the field.",2019 Sep 1;6(21):1900808.,6.0
31727507,Discovering the Computational Relevance of Brain Network Organization,"Understanding neurocognitive computations will require not just localizing cognitive information distributed throughout the brain but also determining how that information got there. We review recent advances in linking empirical and simulated brain network organization with cognitive information processing. Building on these advances, we offer a new framework for understanding the role of connectivity in cognition: network coding (encoding/decoding) models. These models utilize connectivity to specify the transfer of information via neural activity flow processes, successfully predicting the formation of cognitive representations in empirical neural data. The success of these models supports the possibility that localized neural functions mechanistically emerge (are computed) from distributed activity flow processes that are specified primarily by connectivity patterns.",2020 Jan;24(1):25-38.,4.0
31725244,Brain Haemorrhage Detection Through SVM Classification of Electrical Impedance Tomography Measurements,"A brain haemorrhage constitutes a serious medical scenario with a need for rapid, accurate detection to facilitate treatment initiation. Machine learning (ML) techniques applied to such medical diagnostic problems can improve the rate and accuracy of bleed detection leading to improved patient outcomes. In this chapter we examine the potential role of support vector machine (SVM) type classifiers in detecting such haemorrhagic lesions (bleeds) using electrical impedance tomography (EIT) measurement frames as the source of training and test data. A two-layer computational model of the head is designed, with EIT frame generation simulated from electrodes placed on the surface of the head model. A wide variety of test scenarios are modelled, including variations in measurement noise, bleed size and location, electrode position, and anatomy. Initial results using a linear SVM classifier applied to test scenarios, with and without pre-processing of the EIT measurement frame, are summarised. The classifier returned detection accuracies >90% with signal-to-noise ratios of ≥60 dB; was independent of bleed location, capable of detecting bleeds as small as 10 ml; and was unaffected by slight variances of ±2 mm in electrode position. However, the performance was degraded with anatomical variations. Options for improvement of performance, including selection of a different kernel and pre-processing of the frames prior to implementing the classifier, are then examined. This analysis demonstrated that using the radial basis function as the kernel for the SVM classifier and principal component analysis (PCA) to select specific features leads to the most accurate and robust performance. The analysis and results indicate that the coupling of EIT with ML has potential for improvement in the detection of bleeds such as brain haemorrhages.",,
31725133,An FP's guide to AI-enabled clinical decision support,"To better understand the capabilities and challenges of artificial intelligence and machine learning, we look at the role they can play in screening for retinopathy and colon cancer.",2019 Nov;68(9):486;488;490;492.,
31720867,Machine Learning and Artificial Intelligence in Neurocritical Care: a Specialty-Wide Disruptive Transformation or a Strategy for Success,"Purpose of review:                    Neurocritical care combines the complexity of both medical and surgical disease states with the inherent limitations of assessing patients with neurologic injury. Artificial intelligence (AI) has garnered interest in the basic management of these complicated patients as data collection becomes increasingly automated.              Recent findings:                    In this opinion article, we highlight the potential AI has in aiding the clinician in several aspects of neurocritical care, particularly in monitoring and managing intracranial pressure, seizures, hemodynamics, and ventilation. The model-based method and data-driven method are currently the two major AI methods for analyzing critical care data. Both are able to analyze the vast quantities of patient data that are accumulated in the neurocritical care unit. AI has the potential to reduce healthcare costs, minimize delays in patient management, and reduce medical errors. However, these systems are an aid to, not a replacement for, the clinician's judgment.",2019 Nov 13;19(11):89.,1.0
31711929,Somatic mutations - Evolution within the individual,"With the rapid advancement of sequencing technologies over the last two decades, it is becoming feasible to detect rare variants from somatic tissue samples. Studying such somatic mutations can provide deep insights into various senescence-related diseases, including cancer, inflammation, and sporadic psychiatric disorders. While it is still a difficult task to identify true somatic mutations, relentless efforts to combine experimental and computational methods have made it possible to obtain reliable data. Furthermore, state-of-the-art machine learning approaches have drastically improved the efficiency and sensitivity of these methods. Meanwhile, we can regard somatic mutations as a counterpart of germline mutations, and it is possible to apply well-formulated mathematical frameworks developed for population genetics and molecular evolution to analyze this 'somatic evolution'. For example, retrospective cell lineage tracing is a promising technique to elucidate the mechanism of pre-diseases using single-cell RNA-sequencing (scRNA-seq) data.",2020 Apr 1;176:91-98.,
31711016,Novel text analytics approach to identify relevant literature for human health risk assessments: A pilot study with health effects of in utero exposures,"Systematic reviews involve mining literature databases to identify relevant studies. Identifying potentially relevant studies can be informed by computational tools comparing text similarity between candidate studies and selected key (i.e., seed) references. Challenge Using computational approaches to identify relevant studies for risk assessments is challenging, as these assessments examine multiple chemical effects across lifestages (e.g., human health risk assessments) or specific effects of multiple chemicals (e.g., cumulative risk). The broad scope of potentially relevant literature can make selection of seed references difficult. Approach We developed a generalized computational scoping strategy to identify human health relevant studies for multiple chemicals and multiple effects. We used semi-supervised machine learning to prioritize studies to review manually with training data derived from references cited in the hazard identification sections of several US EPA Integrated Risk Information System (IRIS) assessments. These generic training data or seed studies were clustered with the unclassified corpus to group studies based on text similarity. Clusters containing a high proportion of seed studies were prioritized for manual review. Chemical names were removed from seed studies prior to clustering resulting in a generic, chemical-independent method for identifying potentially human health relevant studies. We developed a case study that focused on identifying the array of chemicals that have been studied with respect to in utero exposure to test the recall of this novel literature searching strategy. We then evaluated the general strategy of using generic, chemical-independent training data with two previous IRIS assessments by comparing studies predicted relevant to those used in the assessments (i.e., total relevant). Outcome A keyword search designed to retrieve studies that examined the in utero effects of environmental chemicals identified over 54,000 candidate references. Clustering algorithms were applied using 1456 studies from multiple IRIS assessments with chemical names removed as training data or seeds (i.e., semi-supervised learning). Using a six-algorithm ensemble approach 2602 articles, or approximately 5% of candidate references, were ""voted"" relevant by four or more clustering algorithms and manual review confirmed nearly 50% of these studies were relevant. Further evaluations on two IRIS assessments, using a nine-algorithm ensemble approach and a set of generic, chemical-independent, externally-derived seed studies correctly identified 77-83% of hazard identification studies published in the assessments and eliminated the need to manually screen more than 75% of search results on average. Limitations The chemical-independent approach used to build the training literature set provides a broad and unbiased picture across a variety of endpoints and environmental exposures but does not systematically identify all available data. Variance between actual and predicted relevant studies will be greater because of the external and non-random origin of seed study selection. This approach depends on access to readily available generic training data that can be used to locate relevant references in an unclassified corpus. Impact A generic approach to identifying human health relevant studies could be an important first step in literature evaluation for risk assessments. This initial scoping approach could facilitate faster literature evaluation by focusing reviewer efforts, as well as potentially minimize reviewer bias in selection of key studies. Using externally-derived training data has applicability particularly for databases with very low search precision where identifying training data may be cost-prohibitive.",2020 Jan;134:105228.,1.0
31706869,Artificial Intelligence and Machine Learning in Cardiovascular Health Care,"Background:                    This review article provides an overview of artificial intelligence (AI) and machine learning (ML) as it relates to cardiovascular health care.              Methods:                    An overview of the terminology and algorithms used in ML as it relates to health care are provided by the author. Articles published up to August 1, 2019, in the field of AI and ML in cardiovascular medicine are also reviewed and placed in the context of the potential role these approaches will have in clinical practice in the future.              Results:                    AI is a broader term referring to the ability of machines to perform intelligent tasks, and ML is a subset of AI that refers to the ability of machines to learn independently and make accurate predictions. An expanding body of literature has been published using ML in cardiovascular health care. Moreover, ML has been applied in the settings of automated imaging interpretation, natural language processing and data extraction from electronic health records, and predictive analytics. Examples include automated interpretation of chest roentgenograms, electrocardiograms, echocardiograms, and angiography; identification of patients with early heart failure using clinical notes evaluated by ML; and predicting mortality or complications following percutaneous or surgical cardiovascular procedures.              Conclusions:                    Although there is an expanding body of literature on AI and ML in cardiovascular medicine, the future these fields will have in clinical practice remains to be paved. In particular, there is a promising role in providing automated imaging interpretation, automated data extraction and quality control, and clinical risk prediction, although these techniques require further refinement and evaluation.",2020 May;109(5):1323-1329.,4.0
31705495,Development of Neuroimaging-Based Biomarkers in Psychiatry,"This chapter presents an overview of accumulating neuroimaging data with emphasis on translational potential. The subject will be described in the context of three disease states, i.e., schizophrenia, bipolar disorder, and major depressive disorder, and for three clinical goals, i.e., disease risk assessment, subtyping, and treatment decision.",2019;1192:159-195.,1.0
31702942,Critical Issues in Dental and Medical Management of Obstructive Sleep Apnea,"This critical review focuses on obstructive sleep apnea (OSA) and its management from a dental medicine perspective. OSA is characterized by ≥10-s cessation of breathing (apnea) or reduction in airflow (hypopnea) ≥5 times per hour with a drop in oxygen and/or rise in carbon dioxide. It can be associated with sleepiness and fatigue, impaired mood and cognition, cardiometabolic complications, and risk for transportation and work accidents. Although sleep apnea is diagnosed by a sleep physician, its management is interdisciplinary. The dentist's role includes 1) screening patients for OSA risk factors (e.g., retrognathia, high arched palate, enlarged tonsils or tongue, enlarged tori, high Mallampati score, poor sleep, supine sleep position, obesity, hypertension, morning headache or orofacial pain, bruxism); 2) referring to an appropriate health professional as indicated; and 3) providing oral appliance therapy followed by regular dental and sleep medical follow-up. In addition to the device features and provider expertise, anatomic, behavioral, demographic, and neurophysiologic characteristics can influence oral appliance effectiveness in managing OSA. Therefore, OSA treatment should be tailored to each patient individually. This review highlights some of the putative action mechanisms related to oral appliance effectiveness and proposes future research directions.",2020 Jan;99(1):26-35.,1.0
31701320,Artificial Intelligence for Mental Health and Mental Illnesses: an Overview,"Purpose of review:                    Artificial intelligence (AI) technology holds both great promise to transform mental healthcare and potential pitfalls. This article provides an overview of AI and current applications in healthcare, a review of recent original research on AI specific to mental health, and a discussion of how AI can supplement clinical practice while considering its current limitations, areas needing additional research, and ethical implications regarding AI technology.              Recent findings:                    We reviewed 28 studies of AI and mental health that used electronic health records (EHRs), mood rating scales, brain imaging data, novel monitoring systems (e.g., smartphone, video), and social media platforms to predict, classify, or subgroup mental health illnesses including depression, schizophrenia or other psychiatric illnesses, and suicide ideation and attempts. Collectively, these studies revealed high accuracies and provided excellent examples of AI's potential in mental healthcare, but most should be considered early proof-of-concept works demonstrating the potential of using machine learning (ML) algorithms to address mental health questions, and which types of algorithms yield the best performance. As AI techniques continue to be refined and improved, it will be possible to help mental health practitioners re-define mental illnesses more objectively than currently done in the DSM-5, identify these illnesses at an earlier or prodromal stage when interventions may be more effective, and personalize treatments based on an individual's unique characteristics. However, caution is necessary in order to avoid over-interpreting preliminary results, and more work is required to bridge the gap between AI in mental health research and clinical care.",2019 Nov 7;21(11):116.,11.0
31696804,Recent Development of Computational Predicting Bioluminescent Proteins,"Bioluminescent Proteins (BLPs) are widely distributed in many living organisms that act as a key role of light emission in bioluminescence. Bioluminescence serves various functions in finding food and protecting the organisms from predators. With the routine biotechnological application of bioluminescence, it is recognized to be essential for many medical, commercial and other general technological advances. Therefore, the prediction and characterization of BLPs are significant and can help to explore more secrets about bioluminescence and promote the development of application of bioluminescence. Since the experimental methods are money and time-consuming for BLPs identification, bioinformatics tools have played important role in fast and accurate prediction of BLPs by combining their sequences information with machine learning methods. In this review, we summarized and compared the application of machine learning methods in the prediction of BLPs from different aspects. We wish that this review will provide insights and inspirations for researches on BLPs.",2019;25(40):4264-4273.,1.0
31696270,Initial experience with 3D CT cinematic rendering of acute pancreatitis and associated complications,"Inflammation of the pancreas can present with a wide range of imaging findings from mild enlargement of the gland and surrounding infiltrative fat stranding through extensive glandular necrosis. Complications of pancreatitis are varied and include infected fluid collections, pseudocysts, and vascular findings such as pseudoaneurysms and thromboses. Cross-sectional imaging with computed tomography (CT) is one of the mainstays of evaluating patients with pancreatitis. New methods that allow novel visualization volumetric CT data may improve diagnostic yield for the detection of findings that provide prognostic information in pancreatitis patients or can drive new avenues of research such as machine learning. Cinematic rendering (CR) is a photorealistic visualization method for volumetric imaging data that are being investigated for a variety of potential applications including the life-like display of complex anatomy and visual characterization of mass lesions. In this review, we describe the CR appearance of different types of pancreatitis and complications of pancreatitis. We also note possible future directions for research into the utility of CR for pancreatitis.",2020 May;45(5):1290-1298.,
31695786,Current status and future trends of clinical diagnoses via image-based deep learning,"With the recent developments in deep learning technologies, artificial intelligence (AI) has gradually been transformed from cutting-edge technology into practical applications. AI plays an important role in disease diagnosis and treatment, health management, drug research and development, and precision medicine. Interdisciplinary collaborations will be crucial to develop new AI algorithms for medical applications. In this paper, we review the basic workflow for building an AI model, identify publicly available databases of ocular fundus images, and summarize over 60 papers contributing to the field of AI development.",2019 Oct 12;9(25):7556-7565.,13.0
31694700,Quantifying the contribution of microbial immigration in engineered water systems,"Immigration is a process that can influence the assembly of microbial communities in natural and engineered environments. However, it remains challenging to quantitatively evaluate the contribution of this process to the microbial diversity and function in the receiving ecosystems. Currently used methods, i.e., counting shared microbial species, microbial source tracking, and neutral community model, rely on abundance profile to reveal the extent of overlapping between the upstream and downstream communities. Thus, they cannot suggest the quantitative contribution of immigrants to the downstream community function because activities of individual immigrants are not considered after entering the receiving environment. This limitation can be overcome by using an approach that couples a mass balance model with high-throughput DNA sequencing, i.e., ecogenomics-based mass balance. It calculates the net growth rate of individual microbial immigrants and partitions the entire community into active populations that contribute to the community function and inactive ones that carry minimal function. Linking activities of immigrants to their abundance further provides quantification of the contribution from an upstream environment to the downstream community. Considering only active populations can improve the accuracy of identifying key environmental parameters dictating process performance using methods such as machine learning.",2019 Nov 6;7(1):144.,4.0
31691863,Computer-aided diagnosis in rheumatic diseases using ultrasound: an overview,"Clinical evaluation of rheumatic and musculoskeletal diseases through images is a challenge for the beginner rheumatologist since image diagnosis is an expert task with a long learning curve. The aim of this work was to present a narrative review on the main ultrasound computer-aided diagnosis systems that may help clinicians thanks to the progress made in the application of artificial intelligence techniques. We performed a literature review searching for original articles in seven repositories, from 1970 to 2019, and identified 11 main methods currently used in ultrasound computer-aided diagnosis systems. Also, we found that rheumatoid arthritis, osteoarthritis, systemic lupus erythematosus, and idiopathic inflammatory myopathies are the four musculoskeletal and rheumatic diseases most studied that use these innovative systems, with an overall accuracy of > 75%.",2020 Apr;39(4):993-1005.,
31690036,Comprehensive Outline of Whole Exome Sequencing Data Analysis Tools Available in Clinical Oncology,"Whole exome sequencing (WES) enables the analysis of all protein coding sequences in the human genome. This technology enables the investigation of cancer-related genetic aberrations that are predominantly located in the exonic regions. WES delivers high-throughput results at a reasonable price. Here, we review analysis tools enabling utilization of WES data in clinical and research settings. Technically, WES initially allows the detection of single nucleotide variants (SNVs) and copy number variations (CNVs), and data obtained through these methods can be combined and further utilized. Variant calling algorithms for SNVs range from standalone tools to machine learning-based combined pipelines. Tools for CNV detection compare the number of reads aligned to a dedicated segment. Both SNVs and CNVs help to identify mutations resulting in pharmacologically druggable alterations. The identification of homologous recombination deficiency enables the use of PARP inhibitors. Determining microsatellite instability and tumor mutation burden helps to select patients eligible for immunotherapy. To pave the way for clinical applications, we have to recognize some limitations of WES, including its restricted ability to detect CNVs, low coverage compared to targeted sequencing, and the missing consensus regarding references and minimal application requirements. Recently, Galaxy became the leading platform in non-command line-based WES data processing. The maturation of next-generation sequencing is reinforced by Food and Drug Administration (FDA)-approved methods for cancer screening, detection, and follow-up. WES is on the verge of becoming an affordable and sufficiently evolved technology for everyday clinical use.",2019 Nov 4;11(11):1725.,5.0
31683734,Plant Disease Detection and Classification by Deep Learning,"Plant diseases affect the growth of their respective species, therefore their early identification is very important. Many Machine Learning (ML) models have been employed for the detection and classification of plant diseases but, after the advancements in a subset of ML, that is, Deep Learning (DL), this area of research appears to have great potential in terms of increased accuracy. Many developed/modified DL architectures are implemented along with several visualization techniques to detect and classify the symptoms of plant diseases. Moreover, several performance metrics are used for the evaluation of these architectures/techniques. This review provides a comprehensive explanation of DL models used to visualize various plant diseases. In addition, some research gaps are identified from which to obtain greater transparency for detecting diseases in plants, even before their symptoms appear clearly.",2019 Oct 31;8(11):468.,14.0
